CD_MUN,NM_MUN,CD_RGI,NM_RGI,CD_RGINT,NM_RGINT,CD_UF,NM_UF,SIGLA_UF,CD_REGIA,NM_REGIA,SIGLA_RG,CD_CONCU,NM_CONCU,AREA_KM2,N_LINHAS,Voltagem
4308102,Feliz,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,94.659,4,525
4306379,Dilermando de Aguiar,430011,Santa Maria,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,600.518,2,230
4302253,Boa Vista do Sul,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,93.108,2,230
4302253,Boa Vista do Sul,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,93.108,2,525
4321451,Teutônia,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,175.874,1,525
4323200,Victor Graeff,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,238.133,1,230
4315305,Quaraí,430016,Santana do Livramento,4304,Uruguaiana,43,Rio Grande do Sul,RS,4,Sul,S,,,3139.995,2,230
4321436,Terra de Areia,430003,Tramandaí - Osório,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,142.304,1,230
4305900,Coronel Bicaco,430018,Ijuí,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,492.303,2,230
4305900,Coronel Bicaco,430018,Ijuí,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,492.303,2,525
4305934,Coronel Pilar,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,105.668,1,525
4315313,Quatro Irmãos,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,268.971,4,230
4315313,Quatro Irmãos,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,268.971,4,525
4310108,Igrejinha,430004,Taquara - Parobé - Igrejinha,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4321204.0,Taquara - Parobé - Igrejinha/RS,138.116,1,230
4315321,Quevedos,430011,Santa Maria,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,543.359,1,230
4300109,Agudo,430011,Santa Maria,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,534.624,4,230
4305975,Coxilha,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,422.101,4,230
4305975,Coxilha,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,422.101,4,525
4305959,Cotiporã,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,173.207,2,230
4305959,Cotiporã,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,173.207,2,525
